,StateNamePublicSchoolLatestavailableyear,SchoolNamePublicSchool201415,LocationAddress1PublicSchool201415,LocationCityPublicSchool201415,LocationZIPPublicSchool201415,SchoolTypePublicSchool201415,MagnetSchoolPublicSchool201415,CharterSchoolPublicSchool201415,TitleIEligibleSchoolPublicSchool201415,TitleISchoolStatusPublicSchool201415,LatitudePublicSchool201415,LongitudePublicSchool201415,LowestGradeOfferedPublicSchool201415,HighestGradeOfferedPublicSchool201415,Grade12offeredPublicSchool201415,Grade11offeredPublicSchool201415,Grade10offeredPublicSchool201415,Grade9offeredPublicSchool201415,TotalStudentsAllGradesExcludesAEPublicSchool201415,Grades912StudentsPublicSchool201415,StudentTeacherRatio,Biology,District,English,Math,Reduced Lunch,Free Lunch,Percent Lunch
345,North Carolina,Polk County Early College,1545 EAST NC 108 HWY,COLUMBUS,28722,1,0,0,1,4,35.265258,-82.185298,9th Grade,13th Grade,1,1,1,1,63,58,19.38,71.4,Western,77.8,76.5,5.0,21.0,0.412698412698
346,North Carolina,Polk County High School,1681 EAST NC 108 HWY,COLUMBUS,28722,1,0,0,1,4,35.265613,-82.185170,9th Grade,12th Grade,1,1,1,1,669,669,12.39,57.0,Western,69.1,71.3,52.0,234.0,0.427503736921
347,North Carolina,Porter Ridge High School,2839 RIDGE ROAD,INDIAN TRAIL,28079,1,0,0,0,6,35.090563,-80.573888,9th Grade,12th Grade,1,1,1,1,1591,1591,20.40,63.7,Southwest,82.5,58.9,91.0,382.0,0.297297297297
348,North Carolina,Princeton High,101 DR DONNIE H JONES JR BLVD,PRINCETON,27569,1,0,0,1,4,35.468050,-78.157301,6th Grade,12th Grade,1,1,1,1,960,519,15.19,57.4,North Central,68.1,45.1,65.0,416.0,0.501041666667
349,North Carolina,Providence Grove High,5555 MACK LINEBERRY RD,CLIMAX,27233,1,0,0,1,4,35.850226,-79.713626,9th Grade,12th Grade,1,1,1,1,824,824,16.16,52.5,Piedmont-Triad,53.4,45.6,47.0,275.0,0.390776699029
350,North Carolina,Providence High,1800 PINEVILLE-MATTHEWS RD,CHARLOTTE,28270,1,0,0,0,6,35.110344,-80.763887,9th Grade,12th Grade,1,1,1,1,1991,1991,21.02,89.7,Southwest,93.3,89.8,40.0,160.0,0.100452034154
351,North Carolina,PSRC Early College at RCC,5160 FAYETTEVILLE ROAD,LUMBERTON,28360,1,0,0,1,4,34.675854,-79.007431,9th Grade,13th Grade,1,1,1,1,198,171,17.07,95.0,Sandhills,70.7,93.9,0.0,0.0,0.0
352,North Carolina,Purnell Swett High,11344 DEEP BRANCH ROAD,PEMBROKE,28372,1,0,0,1,4,34.696479,-79.245787,9th Grade,12th Grade,1,1,1,1,1799,1799,18.90,33.0,Sandhills,37.5,31.4,0.0,1796.0,0.998332406893
353,North Carolina,Quality Education Academy,5012 D LANSING DR,WINSTON-SALEM,27105,1,0,1,1,5,36.151150,-80.211010,Kindergarten,12th Grade,1,1,1,1,478,101,17.75,37.5,Piedmont-Triad,50.0,58.8,0.0,470.0,0.983263598326
354,North Carolina,Queen's Grant Community School,6400 MATTHEWS MINT HILL ROAD,MINT HILL,28227,1,0,1,1,2,35.165880,-80.662061,Kindergarten,12th Grade,1,1,1,1,1213,455,17.45,32.7,Southwest,61.9,59.3,48.0,161.0,0.17230008244
355,North Carolina,R J Reynolds High,301 N HAWTHORNE ROAD,WINSTON SALEM,27104,1,0,0,1,4,36.101630,-80.265309,9th Grade,12th Grade,1,1,1,1,1828,1828,20.19,51.7,Piedmont-Triad,61.7,53.6,80.0,759.0,0.458971553611
356,North Carolina,R-S Central High School,641 HWY 221 NORTH,RUTHERFORDTON,28139,1,0,0,1,4,35.328801,-81.952721,9th Grade,12th Grade,1,1,1,1,885,885,14.84,51.1,Western,44.4,32.6,0.0,881.0,0.995480225989
357,North Carolina,Raleigh Charter High School,1307 GLENWOOD AVENUE,RALEIGH,27605,1,0,1,0,6,35.796050,-78.647481,9th Grade,12th Grade,1,1,1,1,559,559,13.36,95.0,North Central,95.0,95.0,0.0,0.0,0.0
358,North Carolina,Randleman High,4396 TIGERS DEN RD,RANDLEMAN,27317,1,0,0,1,4,35.824390,-79.822750,9th Grade,12th Grade,1,1,1,1,957,957,17.13,41.1,Piedmont-Triad,43.2,46.8,69.0,460.0,0.55276907001
359,North Carolina,Randolph Early College High,629 INDUSTRIAL PARK AVENUE,ASHEBORO,27205,1,0,0,1,4,35.672760,-79.828523,9th Grade,13th Grade,1,1,1,1,312,308,26.00,87.8,Piedmont-Triad,85.9,72.3,21.0,108.0,0.413461538462
360,North Carolina,Red Springs High,509 N VANCE STREET,RED SPRINGS,28377,1,0,0,1,4,34.822956,-79.185736,9th Grade,12th Grade,1,1,1,1,761,761,15.50,71.6,Sandhills,36.8,46.1,0.0,756.0,0.993429697766
361,North Carolina,Reid Ross Classical High,3200 RAMSEY STREET,FAYETTEVILLE,28301,1,0,0,1,4,35.102386,-78.876699,9th Grade,12th Grade,1,1,1,1,320,320,7.21,34.4,Sandhills,65.5,29.9,36.0,138.0,0.54375
362,North Carolina,Reidsville High,1901 S PARK DR,REIDSVILLE,27320,1,0,0,1,4,36.329706,-79.675473,9th Grade,12th Grade,1,1,1,1,785,785,13.92,26.6,Piedmont-Triad,43.1,36.1,0.0,775.0,0.987261146497
363,North Carolina,Reynolds High,1 ROCKET DRIVE,ASHEVILLE,28803,1,0,0,1,4,35.546793,-82.477085,9th Grade,12th Grade,1,1,1,1,1348,1348,17.10,63.3,Western,68.8,68.9,109.0,448.0,0.413204747774
365,North Carolina,Richmond Early College High,1042 W HAMLET AVE,HAMLET,28345,1,0,0,1,4,34.902622,-79.712861,9th Grade,13th Grade,1,1,1,1,214,200,21.40,86.3,Sandhills,78.4,81.1,12.0,100.0,0.523364485981
366,North Carolina,Richmond Senior High,838 US 1 NORTH,ROCKINGHAM,28379,1,0,0,1,4,34.956050,-79.704291,10th Grade,12th Grade,1,1,1,0,1436,1436,17.07,42.1,Sandhills,36.7,5.0,106.0,785.0,0.620473537604
367,North Carolina,River Mill Academy,1242 SOUTH MAIN STREET,GRAHAM,27253,1,0,1,1,2,36.043910,-79.393922,Kindergarten,12th Grade,1,1,1,1,666,169,18.59,33.3,Piedmont-Triad,69.0,66.7,31.0,123.0,0.231231231231
369,North Carolina,Roanoke Valley Early College,100 COLLEGE DR,WELDON,27890,1,0,0,1,5,36.427030,-77.615101,8th Grade,13th Grade,1,1,1,1,183,155,22.88,66.0,Northeast,60.9,79.4,0.0,180.0,0.983606557377
370,North Carolina,Robbinsville High,301 SWEETWATER ROAD,ROBBINSVILLE,28771,1,0,0,1,4,35.329376,-83.797033,9th Grade,12th Grade,1,1,1,1,381,364,12.59,42.3,Western,51.9,32.4,41.0,171.0,0.556430446194
371,North Carolina,Roberson High,250 OVERLOOK ROAD,ASHEVILLE,28803,1,0,0,1,1,35.485946,-82.535064,9th Grade,12th Grade,1,1,1,1,1591,1591,16.93,61.3,Western,73.0,63.8,83.0,493.0,0.36203645506
372,North Carolina,Robert B Glenn High School,1600 UNION CROSS ROAD,KERNERSVILLE,27284,1,0,0,1,5,36.067836,-80.113797,9th Grade,12th Grade,1,1,1,1,1640,1640,17.52,27.4,Piedmont-Triad,43.0,34.5,84.0,735.0,0.499390243902
373,North Carolina,Robert L. Patton High School,701 ENOLA ROAD,MORGANTON,28655,1,0,0,1,4,35.702947,-81.669989,9th Grade,12th Grade,1,1,1,1,1017,1017,19.06,44.3,Northwest,58.6,64.6,113.0,348.0,0.453294001967
374,North Carolina,Rockingham Co Early College High,NC HWY 65,WENTWORTH,27375,1,0,0,1,4,36.397037,-79.765214,9th Grade,13th Grade,1,1,1,1,309,257,24.72,85.2,Piedmont-Triad,89.9,89.0,0.0,306.0,0.990291262136
375,North Carolina,Rockingham County High,180 HIGH SCHOOL RD,REIDSVILLE,27320,1,0,0,1,1,36.385825,-79.740072,9th Grade,12th Grade,1,1,1,1,1082,1082,17.90,59.0,Piedmont-Triad,48.2,47.8,0.0,1068.0,0.987060998152
376,North Carolina,Rocky Mount High,1400 BETHLEHEM ROAD,ROCKY MOUNT,27803,1,0,0,1,4,35.939030,-77.834861,9th Grade,12th Grade,1,1,1,1,1280,1280,17.95,32.1,North Central,37.9,28.8,82.0,760.0,0.6578125
377,North Carolina,Rocky Mount Preparatory,3334 BISHOP ROAD,ROCKY MOUNT,27804,1,0,1,1,5,36.015609,-77.779184,Kindergarten,12th Grade,1,1,1,1,1278,317,22.62,30.8,North Central,44.4,30.4,166.0,751.0,0.717527386541
378,North Carolina,Rocky River High,10505 CLEAR CREEK COMMERCE DR,MINT HILL,28227,1,0,0,1,4,35.214252,-80.640044,9th Grade,12th Grade,1,1,1,1,1710,1710,18.99,36.8,Southwest,53.0,37.7,143.0,972.0,0.652046783626
379,North Carolina,Rolesville High,1099 EAST YOUNG ST,ROLESVILLE,27571,1,0,0,1,4,35.906782,-78.442129,9th Grade,11th Grade,0,1,1,1,1200,1200,17.27,41.5,North Central,56.5,42.3,97.0,421.0,0.431666666667
380,North Carolina,Ronald W Reagan High School,3750 TRANSOU ROAD,PFAFFTOWN,27040,1,0,0,0,6,36.170305,-80.365156,9th Grade,12th Grade,1,1,1,1,1818,1818,19.88,66.5,Piedmont-Triad,76.3,74.4,43.0,250.0,0.161166116612
381,North Carolina,Rosewood High,900 ROSEWOOD ROAD,GOLDSBORO,27530,1,0,0,1,1,35.416395,-78.075780,9th Grade,12th Grade,1,1,1,1,541,541,15.53,54.9,Southeast,46.5,48.2,34.0,166.0,0.369685767098
382,North Carolina,Rosman High,749 PICKENS HWY,ROSMAN,28772,1,0,0,1,4,35.143267,-82.820547,9th Grade,12th Grade,1,1,1,1,356,356,12.12,63.2,Western,61.2,53.5,39.0,155.0,0.544943820225
383,North Carolina,Rowan Co Early College,1333 JAKE ALEXANDER BLVD S,SALISBURY,28146,1,0,0,1,4,35.641639,-80.477842,9th Grade,12th Grade,1,1,1,1,225,225,30.00,60.7,Southwest,75.0,75.0,24.0,116.0,0.622222222222
384,North Carolina,Roxboro Community School,115 LAKE DRIVE,ROXBORO,27573,1,0,1,1,5,36.392617,-78.979302,6th Grade,12th Grade,1,1,1,1,704,378,14.98,87.3,North Central,87.8,80.5,5.0,52.0,0.0809659090909
385,North Carolina,Rutherford Early College High School,286 ICC LOOP ROAD,SPINDALE,28160,1,0,0,1,4,35.358180,-81.924970,9th Grade,13th Grade,1,1,1,1,169,169,28.17,90.9,Western,86.5,75.5,0.0,166.0,0.98224852071
388,North Carolina,Saint Pauls High,648 NORTH STAGE RD,SAINT PAULS,28384,1,0,0,1,4,34.812200,-78.977300,9th Grade,12th Grade,1,1,1,1,957,957,15.41,40.0,Sandhills,40.9,39.1,0.0,942.0,0.984326018809
389,North Carolina,Saint Stephens High,3205 34TH STREET DRIVE NE,HICKORY,28601,1,0,0,1,4,35.772116,-81.269091,9th Grade,12th Grade,1,1,1,1,1257,1257,17.66,53.8,Northwest,67.6,53.8,88.0,489.0,0.459029435163
390,North Carolina,Salisbury High,500 LINCOLNTON RD,SALISBURY,28144,1,0,0,1,4,35.664761,-80.484917,9th Grade,12th Grade,1,1,1,1,813,813,14.07,33.3,Southwest,41.2,29.0,23.0,67.0,0.110701107011
391,North Carolina,Sampson Early College High,1801 SUNSET AVE,CLINTON,28329,1,0,0,1,4,34.990867,-78.358889,9th Grade,13th Grade,1,1,1,1,246,211,23.43,68.9,Sandhills,56.7,75.8,21.0,134.0,0.630081300813
392,North Carolina,Sanderson High,5500 DIXON DRIVE,RALEIGH,27609,1,0,0,0,6,35.861057,-78.647282,9th Grade,12th Grade,1,1,1,1,2002,2002,18.02,63.2,North Central,65.3,51.1,85.0,585.0,0.334665334665
393,North Carolina,SandHoke Early College High,1110 EAST CENTRAL AVENUE,RAEFORD,28376,1,0,0,1,4,34.976560,-79.205471,9th Grade,13th Grade,1,1,1,1,318,306,28.91,61.5,Sandhills,77.5,60.8,29.0,128.0,0.493710691824
394,North Carolina,School of Inquiry and Life Sciences,419 MCDOWELL STREET,ASHEVILLE,28803,1,0,0,0,6,35.572668,-82.552301,9th Grade,12th Grade,1,1,1,1,299,299,21.01,85.0,Western,94.3,68.9,9.0,55.0,0.214046822742
395,North Carolina,Scotland Early College High,1700 DOGWOOD MILE,LAURINBURG,28352,1,0,0,1,4,34.743680,-79.480121,9th Grade,13th Grade,1,1,1,1,217,192,27.13,91.7,Sandhills,84.1,88.6,0.0,214.0,0.986175115207
396,North Carolina,Scotland High School,1000 WEST CHURCH STREET,LAURINBURG,28352,1,0,0,1,4,34.778916,-79.477410,9th Grade,12th Grade,1,1,1,1,1581,1581,16.73,38.4,Sandhills,39.6,55.2,0.0,1578.0,0.998102466793
397,North Carolina,Seventy-First High,6764 RAEFORD ROAD,FAYETTEVILLE,28304,1,0,0,1,4,35.039171,-79.005464,9th Grade,12th Grade,1,1,1,1,1635,1635,17.05,37.3,Sandhills,44.5,32.0,129.0,881.0,0.617737003058
398,North Carolina,Shelby High,230 E DIXON BOULEVARD,SHELBY,28152,1,0,0,1,4,35.274469,-81.538391,9th Grade,12th Grade,1,1,1,1,829,829,12.66,38.8,Southwest,58.3,44.2,45.0,459.0,0.607961399276
399,North Carolina,Smithfield-Selma High,700 BOOKER DAIRY RD,SMITHFIELD,27577,1,0,0,1,5,35.529436,-78.323643,9th Grade,12th Grade,1,1,1,1,1249,1249,14.88,34.1,North Central,42.1,38.2,56.0,770.0,0.661329063251
400,North Carolina,Smoky Mountain High,100 SMOKY MOUNTAIN DRIVE,SYLVA,28779,1,0,0,1,4,35.353092,-83.198370,9th Grade,12th Grade,1,1,1,1,839,839,14.64,55.0,Western,53.8,57.5,76.0,306.0,0.455303933254
401,North Carolina,South Brunswick High,280 COUGAR DRIVE BSL,SOUTHPORT,28461,1,0,0,1,4,34.011259,-78.042734,9th Grade,12th Grade,1,1,1,1,1098,1098,15.45,65.5,Southeast,56.6,58.6,64.0,384.0,0.408014571949
402,North Carolina,South Caldwell High,7035 SPARTAN DRIVE,HUDSON,28638,1,0,0,1,1,35.821653,-81.450794,9th Grade,12th Grade,1,1,1,1,1618,1618,15.22,50.3,Northwest,56.0,56.9,153.0,534.0,0.424598269468
403,North Carolina,South Central High,570 W FORLINES ROAD,WINTERVILLE,28590,1,0,0,1,4,35.541100,-77.428590,9th Grade,12th Grade,1,1,1,1,1628,1628,17.51,53.8,Northeast,49.9,38.7,65.0,675.0,0.454545454545
404,North Carolina,South Columbus High,40 STALLION DRIVE,TABOR CITY,28463,1,0,0,1,4,34.173200,-78.814931,9th Grade,12th Grade,1,1,1,1,785,785,18.26,49.7,Sandhills,48.2,35.2,33.0,341.0,0.476433121019
405,North Carolina,South Creek High,21077 NC HWY 903,ROBERSONVILLE,27871,1,0,0,1,1,35.856714,-77.243489,9th Grade,12th Grade,1,1,1,1,323,323,10.68,48.8,Northeast,51.5,50.6,0.0,320.0,0.990712074303
406,North Carolina,South Davidson High,14956 SOUTH NC HWY 109,DENTON,27239,1,0,0,1,4,35.672920,-80.104271,9th Grade,12th Grade,1,1,1,1,439,439,13.97,35.8,Piedmont-Triad,56.0,48.1,28.0,196.0,0.510250569476
407,North Carolina,South Iredell High,299 OLD MOUNTAIN RD,STATESVILLE,28677,1,0,0,0,6,35.717305,-80.909988,9th Grade,12th Grade,1,1,1,1,1505,1505,16.19,69.9,Southwest,68.8,76.1,105.0,285.0,0.259136212625
408,North Carolina,South Johnston High,10381 US HWY 301 S,FOUR OAKS,27524,1,0,0,1,4,35.410114,-78.500830,9th Grade,12th Grade,1,1,1,1,1200,1200,15.56,59.3,North Central,53.2,44.4,44.0,523.0,0.4725
409,North Carolina,South Lenoir High,3355 OLD HWY 11 SOUTH,DEEP RUN,28525,1,0,0,0,6,35.145746,-77.704343,9th Grade,12th Grade,1,1,1,1,789,789,15.80,49.5,Southeast,55.6,29.5,0.0,774.0,0.980988593156
410,North Carolina,South Mecklenburg High,8900 PARK RD,CHARLOTTE,28210,1,0,0,1,4,35.109355,-80.860978,9th Grade,12th Grade,1,1,1,1,2913,2913,19.70,72.7,Southwest,75.5,64.4,161.0,1157.0,0.452454514246
411,North Carolina,South Point High,906 SOUTH POINT ROAD,BELMONT,28012,1,0,0,0,6,35.222923,-81.038678,9th Grade,12th Grade,1,1,1,1,1101,1101,17.84,65.1,Southwest,74.8,56.7,64.0,286.0,0.317892824705
412,North Carolina,South Robeson High,3268 SOUTH ROBESON RD,ROWLAND,28383,1,0,0,1,4,34.545870,-79.242850,9th Grade,12th Grade,1,1,1,1,484,484,10.80,41.9,Sandhills,28.6,17.0,0.0,476.0,0.98347107438
413,North Carolina,South Rowan High,1655 PATTERSON ST,CHINA GROVE,28023,1,0,0,1,4,35.573137,-80.609972,9th Grade,12th Grade,1,1,1,1,970,970,15.93,33.1,Southwest,51.7,27.2,73.0,422.0,0.510309278351
414,North Carolina,South Stanly High,40488 S STANLY SCHOOL RD,NORWOOD,28128,1,0,0,1,4,35.230980,-80.163951,9th Grade,12th Grade,1,1,1,1,429,429,12.73,47.3,Southwest,54.5,61.2,34.0,168.0,0.470862470862
415,North Carolina,South Stokes High,1100 S STOKES HIGH DRIVE,WALNUT COVE,27052,1,0,0,1,4,36.326262,-80.240050,9th Grade,12th Grade,1,1,1,1,633,633,12.23,50.0,Piedmont-Triad,53.1,64.1,38.0,229.0,0.421800947867
416,North Carolina,South View High,4184 ELK ROAD,HOPE MILLS,28348,1,0,0,1,4,34.978088,-78.926605,9th Grade,12th Grade,1,1,1,1,1782,1782,17.13,38.9,Sandhills,56.3,37.6,198.0,837.0,0.580808080808
417,North Carolina,Southeast Guilford High,4530 SOUTHEAST SCHOOL ROAD,GREENSBORO,27406,1,0,0,1,1,35.972649,-79.697813,9th Grade,12th Grade,1,1,1,1,1410,1410,16.83,63.3,Piedmont-Triad,60.0,48.7,100.0,409.0,0.360992907801
418,North Carolina,Southeast Halifax High,16683 HWY 125,HALIFAX,27839,1,0,0,1,5,36.219311,-77.550876,9th Grade,12th Grade,1,1,1,1,336,336,12.92,31.3,Northeast,26.0,21.3,0.0,331.0,0.985119047619
419,North Carolina,Southeast Raleigh High,2600 ROCK QUARRY ROAD,RALEIGH,27610,1,1,0,1,4,35.745629,-78.604002,9th Grade,12th Grade,1,1,1,1,1538,1538,13.91,51.3,North Central,47.7,40.6,130.0,759.0,0.578023407022
420,North Carolina,Southern Guilford High,5700 DRAKE ROAD,GREENSBORO,27406,1,0,0,1,4,35.951230,-79.854450,9th Grade,12th Grade,1,1,1,1,1128,1128,16.25,51.4,Piedmont-Triad,47.8,50.5,96.0,654.0,0.664893617021
421,North Carolina,Southern High,631 SOUTHERN HIGH ROAD,GRAHAM,27253,1,0,0,1,1,36.002210,-79.408610,9th Grade,12th Grade,1,1,1,1,1545,1545,19.31,53.4,Piedmont-Triad,50.1,51.1,50.0,212.0,0.169579288026
422,North Carolina,Southern Lee High School,2301 TRAMWAY ROAD,SANFORD,27332,1,0,0,1,4,35.434888,-79.185529,9th Grade,12th Grade,1,1,1,1,1179,1179,15.53,41.1,North Central,40.7,39.4,81.0,586.0,0.565733672604
423,North Carolina,Southern Nash High,6446 SOUTHERN NASH HIGH ROAD,BAILEY,27807,1,0,0,1,4,35.851079,-78.087413,9th Grade,12th Grade,1,1,1,1,1189,1189,18.08,38.6,North Central,41.9,30.7,94.0,594.0,0.578637510513
424,North Carolina,Southern School of Energy and Sustainabi,800 CLAYTON ROAD,DURHAM,27703,1,0,0,1,4,35.999879,-78.829051,9th Grade,12th Grade,1,1,1,1,1292,1292,14.32,19.0,North Central,24.8,27.2,79.0,749.0,0.640866873065
425,North Carolina,Southern Vance High,925 GARRETT ROAD,HENDERSON,27537,1,0,0,1,4,36.303335,-78.374364,9th Grade,12th Grade,1,1,1,1,834,834,15.44,29.9,North Central,25.6,26.2,0.0,825.0,0.989208633094
426,North Carolina,Southern Wake Academy,5108 OLD POWELL RD,HOLLY SPRINGS,27540,1,0,1,0,6,35.612770,-78.819191,6th Grade,12th Grade,1,1,1,1,306,178,11.77,78.6,North Central,78.0,67.9,15.0,6.0,0.0686274509804
427,North Carolina,Southern Wayne High,124 WALTER FULCHER RD,DUDLEY,28333,1,0,0,1,4,35.253639,-78.045238,9th Grade,12th Grade,1,1,1,1,1120,1120,16.08,28.4,Southeast,36.1,26.8,64.0,665.0,0.650892857143
428,North Carolina,Southside High,5700 HWY 33 EAST,CHOCOWINITY,27817,1,0,0,1,4,35.446222,-77.057229,9th Grade,12th Grade,1,1,1,1,444,444,13.33,33.0,Northeast,41.7,49.7,44.0,252.0,0.666666666667
429,North Carolina,SouthWest Edgecombe High,5912 NC 43 NORTH,PINETOPS,27864,1,0,0,1,4,35.839930,-77.661290,9th Grade,12th Grade,1,1,1,1,847,847,16.86,33.2,North Central,47.3,24.2,0.0,841.0,0.992916174734
430,North Carolina,Southwest Guilford High,4364 BARROW ROAD,HIGH POINT,27265,1,0,0,1,4,36.046697,-79.988828,9th Grade,12th Grade,1,1,1,1,1527,1527,18.10,55.8,Piedmont-Triad,63.4,58.3,91.0,516.0,0.39751146038
431,North Carolina,Southwest High,1420 BURGAW HWY,JACKSONVILLE,28540,1,0,0,1,4,34.749220,-77.481951,9th Grade,12th Grade,1,1,1,1,664,664,15.81,58.5,Southeast,52.5,47.2,3.0,11.0,0.0210843373494
432,North Carolina,Southwestern Randolph High,1641 HOPEWELL FRIENDS RD,ASHEBORO,27205,1,0,0,1,4,35.626640,-79.868830,9th Grade,12th Grade,1,1,1,1,1117,1117,16.98,59.0,Piedmont-Triad,51.0,56.0,93.0,468.0,0.502238137869
433,North Carolina,Spring Creek High,4340 INDIAN SPRINGS ROAD,SEVEN SPRINGS,28578,1,0,0,1,4,35.226763,-77.897801,6th Grade,12th Grade,1,1,1,1,1038,597,16.74,49.7,Southeast,46.2,37.3,54.0,95.0,0.143545279383
434,North Carolina,Stanly Early College High,141 COLLEGE DRIVE,ALBEMARLE,28001,1,0,0,1,4,35.336450,-80.233681,9th Grade,13th Grade,1,1,1,1,204,163,26.84,65.3,Southwest,83.0,68.6,26.0,79.0,0.514705882353
435,North Carolina,Starmount High,2516 LONGTOWN RD,BOONVILLE,27011,1,0,0,1,4,36.182935,-80.771569,8th Grade,12th Grade,1,1,1,1,631,631,15.18,58.4,Piedmont-Triad,49.7,60.3,51.0,230.0,0.445324881141
436,North Carolina,Statesville High,474 N CENTER ST,STATESVILLE,28677,1,0,0,1,4,35.792659,-80.892019,9th Grade,12th Grade,1,1,1,1,1029,1029,15.35,19.9,Southwest,35.9,32.3,68.0,539.0,0.589893100097
438,North Carolina,Stokes Early College,1165 DODGETOWN RD,WALNUT COVE,27052,1,0,0,1,4,36.374090,-80.181451,9th Grade,13th Grade,1,1,1,1,146,114,17.18,70.0,Piedmont-Triad,89.7,71.9,18.0,47.0,0.445205479452
439,North Carolina,Stuart W Cramer High,101 LAKEWOOD RD,BELMONT,28012,1,0,0,1,4,35.246520,-81.063191,9th Grade,12th Grade,1,1,1,1,782,782,17.13,62.8,Southwest,61.4,48.5,54.0,265.0,0.407928388747
440,North Carolina,Sun Valley High,5211 OLD CHARLOTTE HWY,MONROE,28110,1,0,0,1,1,35.046059,-80.644768,9th Grade,12th Grade,1,1,1,1,1306,1306,17.13,59.3,Southwest,77.0,65.7,3.0,397.0,0.306278713629
441,North Carolina,Surry Central High,716 SOUTH MAIN STREET,DOBSON,27017,1,0,0,1,4,36.381762,-80.715175,9th Grade,12th Grade,1,1,1,1,801,801,17.04,56.3,Piedmont-Triad,55.8,41.8,74.0,365.0,0.548064918851
442,North Carolina,Surry Early College,630 SOUTH MAIN STREET,DOBSON,27017,1,0,0,1,4,36.384890,-80.715421,9th Grade,13th Grade,1,1,1,1,366,317,34.86,84.9,Piedmont-Triad,85.1,89.9,26.0,163.0,0.516393442623
443,North Carolina,Swansboro High,161 QUEENS CREEK RD,SWANSBORO,28584,1,0,0,0,6,34.698222,-77.154440,9th Grade,12th Grade,1,1,1,1,1067,1067,16.29,64.2,Southeast,65.7,49.1,59.0,275.0,0.313027179007
444,North Carolina,T Wingate Andrews High,1920 MCGUINN DRIVE,HIGH POINT,27265,1,1,0,1,5,35.985404,-79.990014,9th Grade,12th Grade,1,1,1,1,871,871,13.63,25.0,Piedmont-Triad,42.9,41.4,0.0,865.0,0.993111366246
445,North Carolina,Tarboro High,1400 HOWARD AVENUE,TARBORO,27886,1,0,0,1,4,35.901090,-77.556840,9th Grade,12th Grade,1,1,1,1,589,589,15.50,9.8,North Central,31.0,23.7,0.0,586.0,0.994906621392
446,North Carolina,Terry Sanford High,2301 FORT BRAGG ROAD,FAYETTEVILLE,28303,1,0,0,1,4,35.065155,-78.915747,9th Grade,12th Grade,1,1,1,1,1266,1266,17.62,49.5,Sandhills,61.6,43.4,48.0,524.0,0.451816745656
448,North Carolina,The Academy at Smith,2225 SOUTH HOLDEN ROAD,GREENSBORO,27407,1,0,0,1,4,36.034809,-79.847021,9th Grade,12th Grade,1,1,1,1,224,224,14.12,68.6,Piedmont-Triad,75.5,83.1,25.0,125.0,0.669642857143
449,North Carolina,The Hawbridge School,1735 SAXAPAHAW BETHLEHEM CHURC,SAXAPAHAW,27340,1,0,1,0,6,35.946619,-79.318981,6th Grade,12th Grade,1,1,1,1,239,126,12.08,86.2,Piedmont-Triad,75.8,69.0,13.0,0.0,0.0543933054393
451,North Carolina,The North Carolina Leadership Academy,4353 HIGH POINT RD.,KERNERSVILLE,27284,1,0,1,0,6,36.046499,-80.112718,Kindergarten,10th Grade,0,0,1,1,534,80,17.45,79.6,Piedmont-Triad,76.3,94.9,13.0,24.0,0.0692883895131
452,North Carolina,The School for Creative Studies,5001 RED MILL ROAD,DURHAM,27704,1,0,0,1,5,36.072007,-78.822916,6th Grade,10th Grade,0,0,1,1,449,153,12.90,67.6,North Central,68.8,27.8,34.0,175.0,0.465478841871
453,North Carolina,Thomas Jefferson Class Academy,2527 US 221A HWY,MOORESBORO,28114,1,0,1,0,6,35.272252,-81.794303,Kindergarten,12th Grade,1,1,1,1,1303,360,16.22,80.2,Western,91.1,92.4,62.0,114.0,0.135072908672
454,North Carolina,Thomasville High,410 UNITY STREET,THOMASVILLE,27360,1,0,0,1,4,35.900127,-80.076063,9th Grade,12th Grade,1,1,1,1,700,700,14.81,40.9,Piedmont-Triad,38.3,39.4,0.0,671.0,0.958571428571
455,North Carolina,Topsail High,245 NORTH ST JOHN'S ROAD,HAMPSTEAD,28443,1,0,0,0,6,34.395709,-77.681587,9th Grade,12th Grade,1,1,1,1,1255,1255,18.91,71.8,Southeast,73.8,62.8,60.0,220.0,0.223107569721
456,North Carolina,Tri-County Early College High,21 CAMPUS CIRCLE,MURPHY,28906,1,0,0,1,1,35.067838,-83.965117,9th Grade,13th Grade,1,1,1,1,132,129,18.86,54.8,Western,81.3,73.8,10.0,33.0,0.325757575758
457,North Carolina,Triad Math and Science Academy,700 CREEK RIDGE RD,GREENSBORO,27406,1,0,1,1,5,36.030140,-79.809571,Kindergarten,12th Grade,1,1,1,1,1106,207,15.40,69.2,Piedmont-Triad,68.4,40.1,76.0,440.0,0.466546112116
458,North Carolina,Trinity High,5746 TRINITY HIGH SCHOOL RD,TRINITY,27370,1,0,0,1,4,35.894008,-79.997579,9th Grade,12th Grade,1,1,1,1,766,766,17.63,54.0,Piedmont-Triad,56.6,66.8,39.0,303.0,0.446475195822
459,North Carolina,Triton High,215 MAYNARD LAKE ROAD,ERWIN,28339,1,0,0,1,4,35.338325,-78.664800,9th Grade,12th Grade,1,1,1,1,1308,1308,16.67,33.0,North Central,50.7,37.4,86.0,652.0,0.564220183486
