,State Name [Public School] Latest available year,School Name [Public School] 2014-15,Location Address 1 [Public School] 2014-15,Location City [Public School] 2014-15,Location ZIP [Public School] 2014-15,Location ZIP4 [Public School] 2014-15,School Type [Public School] 2014-15,Magnet School [Public School] 2014-15,Charter School [Public School] 2014-15,Title I Eligible School [Public School] 2014-15,Title I School Status [Public School] 2014-15,Latitude [Public School] 2014-15,Longitude [Public School] 2014-15,Lowest Grade Offered [Public School] 2014-15,Highest Grade Offered [Public School] 2014-15,Grade 12 offered [Public School] 2014-15,Grade 11 offered [Public School] 2014-15,Grade 10 offered [Public School] 2014-15,Grade 9 offered [Public School] 2014-15,Total Students All Grades (Excludes AE) [Public School] 2014-15,Grades 9-12 Students [Public School] 2014-15,Biology,English,Math
325,North Carolina,Piedmont Community Charter School,2970 SOUTH NEW HOPE RD,GASTONIA,28056,999999,1-Regular school,0,1,1,2-Eligible for Title I TAS provides TAS program,35.236580,-81.115131,Kindergarten,12th Grade,1,1,1,1,1225,303,58.4,77.9,69.7
326,North Carolina,Piedmont High,3006 SIKES MILL ROAD,MONROE,28110,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.095526,-80.491614,9th Grade,12th Grade,1,1,1,1,1244,1244,73.9,74.7,78.8
327,North Carolina,Pine Forest High,525 ANDREWS ROAD,FAYETTEVILLE,28311,1199,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.154703,-78.886659,9th Grade,12th Grade,1,1,1,1,1589,1589,59.0,64.2,52.8
328,North Carolina,Pine Lake Preparatory,104 YELLOW WOOD CIRCLE,MOORESVILLE,28115,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.535410,-80.846326,Kindergarten,12th Grade,1,1,1,1,1678,513,78.0,90.1,87.8
329,North Carolina,Pinecrest High,250 VOIT GILMORE LANE,SOUTHERN PINES,28387,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.184846,-79.434589,9th Grade,12th Grade,1,1,1,1,2149,2149,76.8,69.0,61.3
330,North Carolina,Pisgah High,1 BLACK BEAR DRIVE,CANTON,28716,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.521533,-82.841645,9th Grade,12th Grade,1,1,1,1,1013,1013,75.5,61.9,66.7
331,North Carolina,Plymouth High,800 E MAIN ST,PLYMOUTH,27962,"=""0827""",1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.870311,-76.738687,9th Grade,12th Grade,1,1,1,1,359,359,24.7,33.3,28.8
332,North Carolina,Polk County Early College,1545 EAST NC 108 HWY,COLUMBUS,28722,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.265258,-82.185298,9th Grade,13th Grade,1,1,1,1,63,58,83.3,88.5,75.0
333,North Carolina,Polk County High School,1681 EAST NC 108 HWY,COLUMBUS,28722,9757,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.265613,-82.185170,9th Grade,12th Grade,1,1,1,1,669,669,65.7,64.4,64.3
334,North Carolina,Porter Ridge High School,2839 RIDGE ROAD,INDIAN TRAIL,28079,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.090563,-80.573888,9th Grade,12th Grade,1,1,1,1,1591,1591,67.8,70.6,61.7
335,North Carolina,Princeton High,101 DR DONNIE H JONES JR BLVD,PRINCETON,27569,"=""0038""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.468050,-78.157301,6th Grade,12th Grade,1,1,1,1,960,519,70.0,61.9,76.1
336,North Carolina,Providence Grove High,5555 MACK LINEBERRY RD,CLIMAX,27233,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.850226,-79.713626,9th Grade,12th Grade,1,1,1,1,824,824,51.3,53.3,50.4
337,North Carolina,Providence High,1800 PINEVILLE-MATTHEWS RD,CHARLOTTE,28270,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.110344,-80.763887,9th Grade,12th Grade,1,1,1,1,1991,1991,85.6,89.3,92.2
338,North Carolina,PSRC Early College at RCC,5160 FAYETTEVILLE ROAD,LUMBERTON,28360,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.675854,-79.007431,9th Grade,13th Grade,1,1,1,1,198,171,93.9,87.8,92.7
339,North Carolina,Purnell Swett High,11344 DEEP BRANCH ROAD,PEMBROKE,28372,1210,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.696479,-79.245787,9th Grade,12th Grade,1,1,1,1,1799,1799,32.8,40.9,36.2
340,North Carolina,Quality Education Academy,5012 D LANSING DR,WINSTON-SALEM,27105,999999,1-Regular school,0,1,1,5-Eligible for Title I SWP provides SWP program,36.151150,-80.211010,Kindergarten,12th Grade,1,1,1,1,478,101,58.6,45.5,55.9
341,North Carolina,Queen's Grant Community School,6400 MATTHEWS MINT HILL ROAD,MINT HILL,28227,999999,1-Regular school,0,1,1,2-Eligible for Title I TAS provides TAS program,35.165880,-80.662061,Kindergarten,12th Grade,1,1,1,1,1213,455,39.7,77.0,58.1
342,North Carolina,R J Reynolds High,301 N HAWTHORNE ROAD,WINSTON SALEM,27104,3201,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.101630,-80.265309,9th Grade,12th Grade,1,1,1,1,1828,1828,63.2,62.1,44.7
343,North Carolina,R-S Central High School,641 HWY 221 NORTH,RUTHERFORDTON,28139,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.328801,-81.952721,9th Grade,12th Grade,1,1,1,1,885,885,54.2,52.3,47.3
344,North Carolina,Raleigh Charter High School,1307 GLENWOOD AVENUE,RALEIGH,27605,3249,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.796050,-78.647481,9th Grade,12th Grade,1,1,1,1,559,559,95.0,95.0,93.2
345,North Carolina,Randleman High,4396 TIGERS DEN RD,RANDLEMAN,27317,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.824390,-79.822750,9th Grade,12th Grade,1,1,1,1,957,957,45.3,54.1,51.8
346,North Carolina,Randolph Early College High,629 INDUSTRIAL PARK AVENUE,ASHEBORO,27205,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.672760,-79.828523,9th Grade,13th Grade,1,1,1,1,312,308,95.0,94.2,92.8
347,North Carolina,Red Springs High,509 N VANCE STREET,RED SPRINGS,28377,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.822956,-79.185736,9th Grade,12th Grade,1,1,1,1,761,761,72.2,49.1,51.1
348,North Carolina,Reid Ross Classical High,3200 RAMSEY STREET,FAYETTEVILLE,28301,3118,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.102386,-78.876699,9th Grade,12th Grade,1,1,1,1,320,320,79.5,58.8,56.8
349,North Carolina,Reidsville High,1901 S PARK DR,REIDSVILLE,27320,6899,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.329706,-79.675473,9th Grade,12th Grade,1,1,1,1,785,785,34.1,40.4,52.2
350,North Carolina,Reynolds High,1 ROCKET DRIVE,ASHEVILLE,28803,9100,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.546793,-82.477085,9th Grade,12th Grade,1,1,1,1,1348,1348,51.0,64.5,63.8
351,North Carolina,Richlands High,8100 RICHLANDS HWY,RICHLANDS,28574,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,34.891020,-77.545191,9th Grade,12th Grade,1,1,1,1,1156,1156,64.8,58.3,54.8
352,North Carolina,Richmond Early College High,1042 W HAMLET AVE,HAMLET,28345,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.902622,-79.712861,9th Grade,13th Grade,1,1,1,1,214,200,77.4,95.0,95.0
353,North Carolina,Richmond Senior High,838 US 1 NORTH,ROCKINGHAM,28379,1748,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.956050,-79.704291,10th Grade,12th Grade,1,1,1,0,1436,1436,51.9,41.5,25.0
354,North Carolina,River Mill Academy,1242 SOUTH MAIN STREET,GRAHAM,27253,999999,1-Regular school,0,1,1,2-Eligible for Title I TAS provides TAS program,36.043910,-79.393922,Kindergarten,12th Grade,1,1,1,1,666,169,51.3,85.0,68.9
355,North Carolina,Riverside High,3218 ROSE OF SHARON ROAD,DURHAM,27712,3130,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.066147,-78.943704,9th Grade,12th Grade,1,1,1,1,1811,1811,25.7,58.6,36.8
356,North Carolina,Riverside High,1260 GODWIN AVE,WILLIAMSTON,27892,9262,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.836088,-77.069054,9th Grade,12th Grade,1,1,1,1,561,561,25.7,58.6,36.8
357,North Carolina,Roanoke Valley Early College,100 COLLEGE DR,WELDON,27890,999999,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.427030,-77.615101,8th Grade,13th Grade,1,1,1,1,183,155,62.2,67.3,84.0
358,North Carolina,Robbinsville High,301 SWEETWATER ROAD,ROBBINSVILLE,28771,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.329376,-83.797033,9th Grade,12th Grade,1,1,1,1,381,364,52.4,53.6,63.3
359,North Carolina,Roberson High,250 OVERLOOK ROAD,ASHEVILLE,28803,3317,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.485946,-82.535064,9th Grade,12th Grade,1,1,1,1,1591,1591,59.4,71.3,57.9
360,North Carolina,Robert B Glenn High School,1600 UNION CROSS ROAD,KERNERSVILLE,27284,7537,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.067836,-80.113797,9th Grade,12th Grade,1,1,1,1,1640,1640,49.6,47.2,49.2
361,North Carolina,Robert L. Patton High School,701 ENOLA ROAD,MORGANTON,28655,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.702947,-81.669989,9th Grade,12th Grade,1,1,1,1,1017,1017,51.7,61.9,67.9
362,North Carolina,Rockingham Co Early College High,NC HWY 65,WENTWORTH,27375,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.397037,-79.765214,9th Grade,13th Grade,1,1,1,1,309,257,95.0,92.6,88.6
363,North Carolina,Rockingham County High,180 HIGH SCHOOL RD,REIDSVILLE,27320,"=""0098""",1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,36.385825,-79.740072,9th Grade,12th Grade,1,1,1,1,1082,1082,61.2,54.4,55.1
364,North Carolina,Rocky Mount High,1400 BETHLEHEM ROAD,ROCKY MOUNT,27803,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.939030,-77.834861,9th Grade,12th Grade,1,1,1,1,1280,1280,51.5,44.3,32.2
365,North Carolina,Rocky Mount Preparatory,3334 BISHOP ROAD,ROCKY MOUNT,27804,999999,1-Regular school,0,1,1,5-Eligible for Title I SWP provides SWP program,36.015609,-77.779184,Kindergarten,12th Grade,1,1,1,1,1278,317,42.0,44.7,36.4
366,North Carolina,Rocky River High,10505 CLEAR CREEK COMMERCE DR,MINT HILL,28227,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.214252,-80.640044,9th Grade,12th Grade,1,1,1,1,1710,1710,37.7,45.5,38.6
367,North Carolina,Rolesville High,1099 EAST YOUNG ST,ROLESVILLE,27571,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.906782,-78.442129,9th Grade,11th Grade,0,1,1,1,1200,1200,41.5,58.1,50.3
368,North Carolina,Ronald W Reagan High School,3750 TRANSOU ROAD,PFAFFTOWN,27040,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.170305,-80.365156,9th Grade,12th Grade,1,1,1,1,1818,1818,75.8,77.1,77.1
369,North Carolina,Rosewood High,900 ROSEWOOD ROAD,GOLDSBORO,27530,9814,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.416395,-78.075780,9th Grade,12th Grade,1,1,1,1,541,541,51.9,51.6,48.0
370,North Carolina,Rosman High,749 PICKENS HWY,ROSMAN,28772,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.143267,-82.820547,9th Grade,12th Grade,1,1,1,1,356,356,48.9,54.0,47.8
371,North Carolina,Rowan Co Early College,1333 JAKE ALEXANDER BLVD S,SALISBURY,28146,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.641639,-80.477842,9th Grade,12th Grade,1,1,1,1,225,225,69.2,81.3,73.8
372,North Carolina,Roxboro Community School,115 LAKE DRIVE,ROXBORO,27573,999999,1-Regular school,0,1,1,5-Eligible for Title I SWP provides SWP program,36.392617,-78.979302,6th Grade,12th Grade,1,1,1,1,704,378,82.7,83.7,88.3
373,North Carolina,Rutherford Early College High School,286 ICC LOOP ROAD,SPINDALE,28160,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.358180,-81.924970,9th Grade,13th Grade,1,1,1,1,169,169,71.4,94.6,89.8
374,North Carolina,Saint Pauls High,648 NORTH STAGE RD,SAINT PAULS,28384,1241,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.812200,-78.977300,9th Grade,12th Grade,1,1,1,1,957,957,63.4,42.4,31.0
375,North Carolina,Saint Stephens High,3205 34TH STREET DRIVE NE,HICKORY,28601,7702,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.772116,-81.269091,9th Grade,12th Grade,1,1,1,1,1257,1257,45.6,53.7,58.0
376,North Carolina,Salisbury High,500 LINCOLNTON RD,SALISBURY,28144,6148,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.664761,-80.484917,9th Grade,12th Grade,1,1,1,1,813,813,32.3,43.7,22.1
377,North Carolina,Sampson Early College High,1801 SUNSET AVE,CLINTON,28329,"=""0318""",1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.990867,-78.358889,9th Grade,13th Grade,1,1,1,1,246,211,92.6,93.3,95.0
378,North Carolina,Sanderson High,5500 DIXON DRIVE,RALEIGH,27609,4202,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.861057,-78.647282,9th Grade,12th Grade,1,1,1,1,2002,2002,54.2,64.4,48.9
379,North Carolina,SandHoke Early College High,1110 EAST CENTRAL AVENUE,RAEFORD,28376,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.976560,-79.205471,9th Grade,13th Grade,1,1,1,1,318,306,93.4,88.2,85.8
380,North Carolina,School of Inquiry and Life Sciences,419 MCDOWELL STREET,ASHEVILLE,28803,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.572668,-82.552301,9th Grade,12th Grade,1,1,1,1,299,299,74.5,87.3,73.3
381,North Carolina,Scotland Early College High,1700 DOGWOOD MILE,LAURINBURG,28352,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.743680,-79.480121,9th Grade,13th Grade,1,1,1,1,217,192,88.9,86.8,92.0
382,North Carolina,Scotland High School,1000 WEST CHURCH STREET,LAURINBURG,28352,3834,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.778916,-79.477410,9th Grade,12th Grade,1,1,1,1,1581,1581,41.3,41.4,47.8
383,North Carolina,Seventy-First High,6764 RAEFORD ROAD,FAYETTEVILLE,28304,2771,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.039171,-79.005464,9th Grade,12th Grade,1,1,1,1,1635,1635,22.8,47.1,38.4
384,North Carolina,Shelby High,230 E DIXON BOULEVARD,SHELBY,28152,6716,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.274469,-81.538391,9th Grade,12th Grade,1,1,1,1,829,829,35.3,44.4,41.0
385,North Carolina,Smithfield-Selma High,700 BOOKER DAIRY RD,SMITHFIELD,27577,1497,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,35.529436,-78.323643,9th Grade,12th Grade,1,1,1,1,1249,1249,49.8,46.7,42.0
386,North Carolina,Smoky Mountain High,100 SMOKY MOUNTAIN DRIVE,SYLVA,28779,5600,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.353092,-83.198370,9th Grade,12th Grade,1,1,1,1,839,839,52.8,62.2,66.5
387,North Carolina,South Brunswick High,280 COUGAR DRIVE BSL,SOUTHPORT,28461,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.011259,-78.042734,9th Grade,12th Grade,1,1,1,1,1098,1098,60.6,57.9,58.1
388,North Carolina,South Caldwell High,7035 SPARTAN DRIVE,HUDSON,28638,9540,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.821653,-81.450794,9th Grade,12th Grade,1,1,1,1,1618,1618,76.0,56.4,64.6
389,North Carolina,South Central High,570 W FORLINES ROAD,WINTERVILLE,28590,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.541100,-77.428590,9th Grade,12th Grade,1,1,1,1,1628,1628,38.5,47.2,34.5
390,North Carolina,South Columbus High,40 STALLION DRIVE,TABOR CITY,28463,9801,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.173200,-78.814931,9th Grade,12th Grade,1,1,1,1,785,785,55.2,57.4,47.3
391,North Carolina,South Creek High,21077 NC HWY 903,ROBERSONVILLE,27871,9770,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.856714,-77.243489,9th Grade,12th Grade,1,1,1,1,323,323,57.6,50.0,47.3
392,North Carolina,South Davidson High,14956 SOUTH NC HWY 109,DENTON,27239,9642,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.672920,-80.104271,9th Grade,12th Grade,1,1,1,1,439,439,49.1,54.4,45.3
393,North Carolina,South Iredell High,299 OLD MOUNTAIN RD,STATESVILLE,28677,9810,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.717305,-80.909988,9th Grade,12th Grade,1,1,1,1,1505,1505,64.3,71.7,69.7
394,North Carolina,South Johnston High,10381 US HWY 301 S,FOUR OAKS,27524,9803,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.410114,-78.500830,9th Grade,12th Grade,1,1,1,1,1200,1200,44.8,42.0,40.1
395,North Carolina,South Lenoir High,3355 OLD HWY 11 SOUTH,DEEP RUN,28525,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.145746,-77.704343,9th Grade,12th Grade,1,1,1,1,789,789,57.1,50.7,42.2
396,North Carolina,South Mecklenburg High,8900 PARK RD,CHARLOTTE,28210,7699,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.109355,-80.860978,9th Grade,12th Grade,1,1,1,1,2913,2913,63.5,71.6,71.1
397,North Carolina,South Point High,906 SOUTH POINT ROAD,BELMONT,28012,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,35.222923,-81.038678,9th Grade,12th Grade,1,1,1,1,1101,1101,64.9,66.3,59.0
398,North Carolina,South Robeson High,3268 SOUTH ROBESON RD,ROWLAND,28383,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.545870,-79.242850,9th Grade,12th Grade,1,1,1,1,484,484,37.7,28.3,21.5
399,North Carolina,South Rowan High,1655 PATTERSON ST,CHINA GROVE,28023,5705,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.573137,-80.609972,9th Grade,12th Grade,1,1,1,1,970,970,39.8,52.2,34.1
400,North Carolina,South Stanly High,40488 S STANLY SCHOOL RD,NORWOOD,28128,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.230980,-80.163951,9th Grade,12th Grade,1,1,1,1,429,429,46.1,56.0,56.8
401,North Carolina,South Stokes High,1100 S STOKES HIGH DRIVE,WALNUT COVE,27052,9750,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.326262,-80.240050,9th Grade,12th Grade,1,1,1,1,633,633,45.5,57.4,59.1
402,North Carolina,South View High,4184 ELK ROAD,HOPE MILLS,28348,1698,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.978088,-78.926605,9th Grade,12th Grade,1,1,1,1,1782,1782,49.0,58.9,38.6
403,North Carolina,Southeast Guilford High,4530 SOUTHEAST SCHOOL ROAD,GREENSBORO,27406,9784,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.972649,-79.697813,9th Grade,12th Grade,1,1,1,1,1410,1410,54.8,65.4,55.2
404,North Carolina,Southeast Halifax High,16683 HWY 125,HALIFAX,27839,9801,1-Regular school,0,0,1,5-Eligible for Title I SWP provides SWP program,36.219311,-77.550876,9th Grade,12th Grade,1,1,1,1,336,336,29.3,33.8,20.3
405,North Carolina,Southeast Raleigh High,2600 ROCK QUARRY ROAD,RALEIGH,27610,999999,1-Regular school,1,0,1,4-Eligible for Title I SWP provides no program,35.745629,-78.604002,9th Grade,12th Grade,1,1,1,1,1538,1538,42.7,44.1,50.7
406,North Carolina,Southern Guilford High,5700 DRAKE ROAD,GREENSBORO,27406,8827,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.951230,-79.854450,9th Grade,12th Grade,1,1,1,1,1128,1128,45.5,47.9,53.9
407,North Carolina,Southern High,631 SOUTHERN HIGH ROAD,GRAHAM,27253,9425,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,36.002210,-79.408610,9th Grade,12th Grade,1,1,1,1,1545,1545,56.4,57.8,52.4
408,North Carolina,Southern Lee High School,2301 TRAMWAY ROAD,SANFORD,27332,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.434888,-79.185529,9th Grade,12th Grade,1,1,1,1,1179,1179,54.7,51.1,43.3
409,North Carolina,Southern Nash High,6446 SOUTHERN NASH HIGH ROAD,BAILEY,27807,9766,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.851079,-78.087413,9th Grade,12th Grade,1,1,1,1,1189,1189,63.3,40.2,40.3
410,North Carolina,Southern School of Energy and Sustainabi,800 CLAYTON ROAD,DURHAM,27703,2606,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.999879,-78.829051,9th Grade,12th Grade,1,1,1,1,1292,1292,27.0,36.2,17.5
411,North Carolina,Southern Vance High,925 GARRETT ROAD,HENDERSON,27537,9268,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.303335,-78.374364,9th Grade,12th Grade,1,1,1,1,834,834,34.2,24.2,27.3
412,North Carolina,Southern Wake Academy,5108 OLD POWELL RD,HOLLY SPRINGS,27540,999999,1-Regular school,0,1,0,6-Not eligible for either TAS or SWP,35.612770,-78.819191,6th Grade,12th Grade,1,1,1,1,306,178,81.0,76.1,75.0
413,North Carolina,Southern Wayne High,124 WALTER FULCHER RD,DUDLEY,28333,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.253639,-78.045238,9th Grade,12th Grade,1,1,1,1,1120,1120,22.3,34.4,25.8
414,North Carolina,Southside High,5700 HWY 33 EAST,CHOCOWINITY,27817,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.446222,-77.057229,9th Grade,12th Grade,1,1,1,1,444,444,27.8,45.4,40.2
415,North Carolina,SouthWest Edgecombe High,5912 NC 43 NORTH,PINETOPS,27864,9704,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.839930,-77.661290,9th Grade,12th Grade,1,1,1,1,847,847,27.5,41.4,41.1
416,North Carolina,Southwest Guilford High,4364 BARROW ROAD,HIGH POINT,27265,9100,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.046697,-79.988828,9th Grade,12th Grade,1,1,1,1,1527,1527,58.0,67.8,60.8
417,North Carolina,Southwest High,1420 BURGAW HWY,JACKSONVILLE,28540,7910,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,34.749220,-77.481951,9th Grade,12th Grade,1,1,1,1,664,664,59.0,55.1,41.5
418,North Carolina,Southwestern Randolph High,1641 HOPEWELL FRIENDS RD,ASHEBORO,27205,1791,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.626640,-79.868830,9th Grade,12th Grade,1,1,1,1,1117,1117,52.9,61.2,54.7
419,North Carolina,Spring Creek High,4340 INDIAN SPRINGS ROAD,SEVEN SPRINGS,28578,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.226763,-77.897801,6th Grade,12th Grade,1,1,1,1,1038,597,46.4,46.3,45.5
420,North Carolina,Stanly Early College High,141 COLLEGE DRIVE,ALBEMARLE,28001,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.336450,-80.233681,9th Grade,13th Grade,1,1,1,1,204,163,72.3,90.9,86.7
421,North Carolina,Starmount High,2516 LONGTOWN RD,BOONVILLE,27011,9627,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.182935,-80.771569,8th Grade,12th Grade,1,1,1,1,631,631,54.9,48.8,54.2
422,North Carolina,Statesville High,474 N CENTER ST,STATESVILLE,28677,4022,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.792659,-80.892019,9th Grade,12th Grade,1,1,1,1,1029,1029,23.7,41.7,26.0
423,North Carolina,STEM Early College @ NC A&T SU,402 LAUREL STREET,GREENSBORO,27411,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,36.076408,-79.773690,9th Grade,12th Grade,1,1,1,1,150,150,95.0,95.0,95.0
424,North Carolina,Stokes Early College,1165 DODGETOWN RD,WALNUT COVE,27052,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.374090,-80.181451,9th Grade,13th Grade,1,1,1,1,146,114,77.1,91.9,79.0
425,North Carolina,Stuart W Cramer High,101 LAKEWOOD RD,BELMONT,28012,999999,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.246520,-81.063191,9th Grade,12th Grade,1,1,1,1,782,782,63.1,63.4,68.5
426,North Carolina,Sugar Creek Charter,4101 N TRYON STREET,CHARLOTTE,28206,999999,1-Regular school,0,1,1,5-Eligible for Title I SWP provides SWP program,35.257679,-80.797545,Kindergarten,9th Grade,0,0,0,1,1166,60,65.9,74.4,60.6
427,North Carolina,Sun Valley High,5211 OLD CHARLOTTE HWY,MONROE,28110,7343,1-Regular school,0,0,1,1-Eligible for Title I TAS provides no program,35.046059,-80.644768,9th Grade,12th Grade,1,1,1,1,1306,1306,64.2,72.5,64.6
428,North Carolina,Surry Central High,716 SOUTH MAIN STREET,DOBSON,27017,8593,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.381762,-80.715175,9th Grade,12th Grade,1,1,1,1,801,801,53.0,55.1,76.1
429,North Carolina,Surry Early College,630 SOUTH MAIN STREET,DOBSON,27017,8432,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,36.384890,-80.715421,9th Grade,13th Grade,1,1,1,1,366,317,92.9,94.0,94.4
430,North Carolina,Swansboro High,161 QUEENS CREEK RD,SWANSBORO,28584,999999,1-Regular school,0,0,0,6-Not eligible for either TAS or SWP,34.698222,-77.154440,9th Grade,12th Grade,1,1,1,1,1067,1067,57.4,62.6,50.0
431,North Carolina,T Wingate Andrews High,1920 MCGUINN DRIVE,HIGH POINT,27265,3332,1-Regular school,1,0,1,5-Eligible for Title I SWP provides SWP program,35.985404,-79.990014,9th Grade,12th Grade,1,1,1,1,871,871,25.6,37.4,33.9
432,North Carolina,Tarboro High,1400 HOWARD AVENUE,TARBORO,27886,4122,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.901090,-77.556840,9th Grade,12th Grade,1,1,1,1,589,589,9.6,30.2,28.2
433,North Carolina,Terry Sanford High,2301 FORT BRAGG ROAD,FAYETTEVILLE,28303,7035,1-Regular school,0,0,1,4-Eligible for Title I SWP provides no program,35.065155,-78.915747,9th Grade,12th Grade,1,1,1,1,1266,1266,63.3,56.2,37.5
